"","UF","COD. UF","COD. MUNIC","NOME DO MUNICÍPIO","POPULAÇÃO ESTIMADA"
"1","RO",11,"00015","Alta Floresta D'Oeste","22728"
"2","RO",11,"00023","Ariquemes","109523"
"3","RO",11,"00031","Cabixi","5188"
"4","RO",11,"00049","Cacoal","85893"
"5","RO",11,"00056","Cerejeiras","16204"
"6","RO",11,"00064","Colorado do Oeste","15544"
"7","RO",11,"00072","Corumbiara","7220"
"8","RO",11,"00080","Costa Marques","18798"
"9","RO",11,"00098","Espigão D'Oeste","32695"
"10","RO",11,"00106","Guajará-Mirim","46556"
"11","RO",11,"00114","Jaru","51620"
"12","RO",11,"00122","Ji-Paraná","130009"
"13","RO",11,"00130","Machadinho D'Oeste","40867"
"14","RO",11,"00148","Nova Brasilândia D'Oeste","20489"
"15","RO",11,"00155","Ouro Preto do Oeste","35737"
"16","RO",11,"00189","Pimenta Bueno","36881"
"17","RO",11,"00205","Porto Velho","539354(1)"
"18","RO",11,"00254","Presidente Médici","18571"
"19","RO",11,"00262","Rio Crespo","3804"
"20","RO",11,"00288","Rolim de Moura","55407"
"21","RO",11,"00296","Santa Luzia D'Oeste","6216"
"22","RO",11,"00304","Vilhena","102211"
"23","RO",11,"00320","São Miguel do Guaporé","23077"
"24","RO",11,"00338","Nova Mamoré","31392"
"25","RO",11,"00346","Alvorada D'Oeste","14106"
"26","RO",11,"00379","Alto Alegre dos Parecis","13255"
"27","RO",11,"00403","Alto Paraíso","21847"
"28","RO",11,"00452","Buritis","40356"
"29","RO",11,"00502","Novo Horizonte do Oeste","8329"
"30","RO",11,"00601","Cacaulândia","6269"
"31","RO",11,"00700","Campo Novo de Rondônia","14266"
"32","RO",11,"00809","Candeias do Jamari","27388"
"33","RO",11,"00908","Castanheiras","2987"
"34","RO",11,"00924","Chupinguaia","11472"
"35","RO",11,"00940","Cujubim","26183"
"36","RO",11,"01005","Governador Jorge Teixeira","7445"
"37","RO",11,"01104","Itapuã do Oeste","10641"
"38","RO",11,"01203","Ministro Andreazza","9559"
"39","RO",11,"01302","Mirante da Serra","10818"
"40","RO",11,"01401","Monte Negro","16007"
"41","RO",11,"01435","Nova União","6895"
"42","RO",11,"01450","Parecis","6198"
"43","RO",11,"01468","Pimenteiras do Oeste","2148"
"44","RO",11,"01476","Primavera de Rondônia","2776"
"45","RO",11,"01484","São Felipe D'Oeste","5066"
"46","RO",11,"01492","São Francisco do Guaporé","20681"
"47","RO",11,"01500","Seringueiras","11851"
"48","RO",11,"01559","Teixeirópolis","4233"
"49","RO",11,"01609","Theobroma","10395"
"50","RO",11,"01708","Urupá","11272"
"51","RO",11,"01757","Vale do Anari","11377"
"52","RO",11,"01807","Vale do Paraíso","6656"
"53","AC",12,"00013","Acrelândia","15490"
"54","AC",12,"00054","Assis Brasil","7534"
"55","AC",12,"00104","Brasiléia","26702"
"56","AC",12,"00138","Bujari","10420"
"57","AC",12,"00179","Capixaba","12008"
"58","AC",12,"00203","Cruzeiro do Sul","89072"
"59","AC",12,"00252","Epitaciolândia","18696"
"60","AC",12,"00302","Feijó","34884"
"61","AC",12,"00328","Jordão","8473"
"62","AC",12,"00336","Mâncio Lima","19311"
"63","AC",12,"00344","Manoel Urbano","9581"
"64","AC",12,"00351","Marechal Thaumaturgo","19299"
"65","AC",12,"00385","Plácido de Castro","19955"
"66","AC",12,"00393","Porto Walter","12241"
"67","AC",12,"00401","Rio Branco","413418"
"68","AC",12,"00427","Rodrigues Alves","19351"
"69","AC",12,"00435","Santa Rosa do Purus","6717"
"70","AC",12,"00450","Senador Guiomard","23236"
"71","AC",12,"00500","Sena Madureira","46511"
"72","AC",12,"00609","Tarauacá","43151"
"73","AC",12,"00708","Xapuri","19596"
"74","AC",12,"00807","Porto Acre","18824"
"75","AM",13,"00029","Alvarães","16220"
"76","AM",13,"00060","Amaturá","11736"
"77","AM",13,"00086","Anamã","13956"
"78","AM",13,"00102","Anori","21477"
"79","AM",13,"00144","Apuí","22359"
"80","AM",13,"00201","Atalaia do Norte","20398"
"81","AM",13,"00300","Autazes","40290"
"82","AM",13,"00409","Barcelos","27638"
"83","AM",13,"00508","Barreirinha","32483"
"84","AM",13,"00607","Benjamin Constant","43935"
"85","AM",13,"00631","Beruri","20093"
"86","AM",13,"00680","Boa Vista do Ramos","19626"
"87","AM",13,"00706","Boca do Acre","34635"
"88","AM",13,"00805","Borba","41748"
"89","AM",13,"00839","Caapiranga","13283"
"90","AM",13,"00904","Canutama","15807"
"91","AM",13,"01001","Carauari","28508"
"92","AM",13,"01100","Careiro","38348"
"93","AM",13,"01159","Careiro da Várzea","30846"
"94","AM",13,"01209","Coari","85910"
"95","AM",13,"01308","Codajás","29168"
"96","AM",13,"01407","Eirunepé","35700"
"97","AM",13,"01506","Envira","20393"
"98","AM",13,"01605","Fonte Boa","17005"
"99","AM",13,"01654","Guajará","16937"
"100","AM",13,"01704","Humaitá","56144"
"101","AM",13,"01803","Ipixuna","30436"
"102","AM",13,"01852","Iranduba","49011"
"103","AM",13,"01902","Itacoatiara","102701"
"104","AM",13,"01951","Itamarati","7814"
"105","AM",13,"02009","Itapiranga","9230"
"106","AM",13,"02108","Japurá","2251"
"107","AM",13,"02207","Juruá","15106"
"108","AM",13,"02306","Jutaí","13886"
"109","AM",13,"02405","Lábrea","46882"
"110","AM",13,"02504","Manacapuru","98502"
"111","AM",13,"02553","Manaquiri","33049 (2)"
"112","AM",13,"02603","Manaus","2219580"
"113","AM",13,"02702","Manicoré","56583"
"114","AM",13,"02801","Maraã","18261"
"115","AM",13,"02900","Maués","65040"
"116","AM",13,"03007","Nhamundá","21443"
"117","AM",13,"03106","Nova Olinda do Norte","38026"
"118","AM",13,"03205","Novo Airão","19928"
"119","AM",13,"03304","Novo Aripuanã","26046"
"120","AM",13,"03403","Parintins","115363"
"121","AM",13,"03502","Pauini","19522"
"122","AM",13,"03536","Presidente Figueiredo","37193"
"123","AM",13,"03569","Rio Preto da Eva","34106"
"124","AM",13,"03601","Santa Isabel do Rio Negro","25865(3)"
"125","AM",13,"03700","Santo Antônio do Içá","21243"
"126","AM",13,"03809","São Gabriel da Cachoeira","46303"
"127","AM",13,"03908","São Paulo de Olivença","40073"
"128","AM",13,"03957","São Sebastião do Uatumã","14352"
"129","AM",13,"04005","Silves","9230"
"130","AM",13,"04062","Tabatinga","67182"
"131","AM",13,"04104","Tapauá","17015"
"132","AM",13,"04203","Tefé","59547"
"133","AM",13,"04237","Tonantins","18897"
"134","AM",13,"04260","Uarini","13690"
"135","AM",13,"04302","Urucará","16130 (4)"
"136","AM",13,"04401","Urucurituba","23585"
"137","RR",14,"00027","Amajari","13185"
"138","RR",14,"00050","Alto Alegre","15380"
"139","RR",14,"00100","Boa Vista","419652"
"140","RR",14,"00159","Bonfim","12557"
"141","RR",14,"00175","Cantá","18799"
"142","RR",14,"00209","Caracaraí","22283"
"143","RR",14,"00233","Caroebe","10383"
"144","RR",14,"00282","Iracema","12296"
"145","RR",14,"00308","Mucajaí","18172"
"146","RR",14,"00407","Normandia","11532"
"147","RR",14,"00456","Pacaraima","18913"
"148","RR",14,"00472","Rorainópolis","30782"
"149","RR",14,"00506","São João da Baliza","8348"
"150","RR",14,"00605","São Luiz","8110"
"151","RR",14,"00704","Uiramutã","10789"
"152","PA",15,"00107","Abaetetuba","159080"
"153","PA",15,"00131","Abel Figueiredo","7486"
"154","PA",15,"00206","Acará","55669"
"155","PA",15,"00305","Afuá","39567"
"156","PA",15,"00347","Água Azul do Norte","27615"
"157","PA",15,"00404","Alenquer","57092"
"158","PA",15,"00503","Almeirim","34076"
"159","PA",15,"00602","Altamira","115969"
"160","PA",15,"00701","Anajás","29688"
"161","PA",15,"00800","Ananindeua","535547"
"162","PA",15,"00859","Anapu","28607"
"163","PA",15,"00909","Augusto Corrêa","46471"
"164","PA",15,"00958","Aurora do Pará","31773"
"165","PA",15,"01006","Aveiro","16404"
"166","PA",15,"01105","Bagre","31325"
"167","PA",15,"01204","Baião","48459"
"168","PA",15,"01253","Bannach","3262"
"169","PA",15,"01303","Barcarena","127027"
"170","PA",15,"01402","Belém","1499641"
"171","PA",15,"01451","Belterra","17839"
"172","PA",15,"01501","Benevides","63768"
"173","PA",15,"01576","Bom Jesus do Tocantins","17118"
"174","PA",15,"01600","Bonito","16530"
"175","PA",15,"01709","Bragança","128914"
"176","PA",15,"01725","Brasil Novo","14983"
"177","PA",15,"01758","Brejo Grande do Araguaia","7368"
"178","PA",15,"01782","Breu Branco","67332"
"179","PA",15,"01808","Breves","103497"
"180","PA",15,"01907","Bujaru","29427"
"181","PA",15,"01956","Cachoeira do Piriá","34609"
"182","PA",15,"02004","Cachoeira do Arari","24064"
"183","PA",15,"02103","Cametá","139364"
"184","PA",15,"02152","Canaã dos Carajás","38103"
"185","PA",15,"02202","Capanema","69431"
"186","PA",15,"02301","Capitão Poço","54425"
"187","PA",15,"02400","Castanhal","203251"
"188","PA",15,"02509","Chaves","23948"
"189","PA",15,"02608","Colares","12131"
"190","PA",15,"02707","Conceição do Araguaia","47991"
"191","PA",15,"02756","Concórdia do Pará","33781"
"192","PA",15,"02764","Cumaru do Norte","13761"
"193","PA",15,"02772","Curionópolis","17846"
"194","PA",15,"02806","Curralinho","34994"
"195","PA",15,"02855","Curuá","14587"
"196","PA",15,"02905","Curuçá","40584"
"197","PA",15,"02939","Dom Eliseu","60469"
"198","PA",15,"02954","Eldorado do Carajás","33940"
"199","PA",15,"03002","Faro","7070"
"200","PA",15,"03044","Floresta do Araguaia","20525"
"201","PA",15,"03077","Garrafão do Norte","26111"
"202","PA",15,"03093","Goianésia do Pará","41081"
"203","PA",15,"03101","Gurupá","33755"
"204","PA",15,"03200","Igarapé-Açu","39023"
"205","PA",15,"03309","Igarapé-Miri","63036"
"206","PA",15,"03408","Inhangapi","11861"
"207","PA",15,"03457","Ipixuna do Pará","65625"
"208","PA",15,"03507","Irituia","32595"
"209","PA",15,"03606","Itaituba","101395"
"210","PA",15,"03705","Itupiranga","53355"
"211","PA",15,"03754","Jacareacanga","7590 (5)"
"212","PA",15,"03804","Jacundá","59842"
"213","PA",15,"03903","Juruti","58960"
"214","PA",15,"04000","Limoeiro do Ajuru","29282"
"215","PA",15,"04059","Mãe do Rio","30235"
"216","PA",15,"04109","Magalhães Barata","8573"
"217","PA",15,"04208","Marabá","283542"
"218","PA",15,"04307","Maracanã","29516"
"219","PA",15,"04406","Marapanim","28450"
"220","PA",15,"04422","Marituba","133685"
"221","PA",15,"04455","Medicilândia","31975"
"222","PA",15,"04505","Melgaço","27890"
"223","PA",15,"04604","Mocajuba","31530"
"224","PA",15,"04703","Moju","83182"
"225","PA",15,"04752","Mojuí dos Campos","16184"
"226","PA",15,"04802","Monte Alegre","58162"
"227","PA",15,"04901","Muaná","40906"
"228","PA",15,"04950","Nova Esperança do Piriá","21444"
"229","PA",15,"04976","Nova Ipixuna","16854"
"230","PA",15,"05007","Nova Timboteua","15506"
"231","PA",15,"05031","Novo Progresso","25766"
"232","PA",15,"05064","Novo Repartimento","77214"
"233","PA",15,"05106","Óbidos","52306"
"234","PA",15,"05205","Oeiras do Pará","32850"
"235","PA",15,"05304","Oriximiná","74016"
"236","PA",15,"05403","Ourém","17961"
"237","PA",15,"05437","Ourilândia do Norte","33335"
"238","PA",15,"05486","Pacajá","48414"
"239","PA",15,"05494","Palestina do Pará","7582"
"240","PA",15,"05502","Paragominas","114503"
"241","PA",15,"05536","Parauapebas","213576"
"242","PA",15,"05551","Pau D'Arco","5410"
"243","PA",15,"05601","Peixe-Boi","8081"
"244","PA",15,"05635","Piçarra","12979"
"245","PA",15,"05650","Placas","31659"
"246","PA",15,"05700","Ponta de Pedras","31549"
"247","PA",15,"05809","Portel","62945"
"248","PA",15,"05908","Porto de Moz","41801"
"249","PA",15,"06005","Prainha","29846"
"250","PA",15,"06104","Primavera","10857"
"251","PA",15,"06112","Quatipuru","13702"
"252","PA",15,"06138","Redenção","85563"
"253","PA",15,"06161","Rio Maria","18201"
"254","PA",15,"06187","Rondon do Pará","52803"
"255","PA",15,"06195","Rurópolis","51500"
"256","PA",15,"06203","Salinópolis","40922"
"257","PA",15,"06302","Salvaterra","24075"
"258","PA",15,"06351","Santa Bárbara do Pará","21449"
"259","PA",15,"06401","Santa Cruz do Arari","10314"
"260","PA",15,"06500","Santa Izabel do Pará","71837"
"261","PA",15,"06559","Santa Luzia do Pará","19843"
"262","PA",15,"06583","Santa Maria das Barreiras","21850"
"263","PA",15,"06609","Santa Maria do Pará","24995"
"264","PA",15,"06708","Santana do Araguaia","74419"
"265","PA",15,"06807","Santarém","306480"
"266","PA",15,"06906","Santarém Novo","6753"
"267","PA",15,"07003","Santo Antônio do Tauá","31918"
"268","PA",15,"07102","São Caetano de Odivelas","18129"
"269","PA",15,"07151","São Domingos do Araguaia","25753"
"270","PA",15,"07201","São Domingos do Capim","32139"
"271","PA",15,"07300","São Félix do Xingu","132138"
"272","PA",15,"07409","São Francisco do Pará","15930"
"273","PA",15,"07458","São Geraldo do Araguaia","24705"
"274","PA",15,"07466","São João da Ponta","6217"
"275","PA",15,"07474","São João de Pirabas","23244"
"276","PA",15,"07508","São João do Araguaia","14051"
"277","PA",15,"07607","São Miguel do Guamá","59632"
"278","PA",15,"07706","São Sebastião da Boa Vista","26974"
"279","PA",15,"07755","Sapucaia","6009"
"280","PA",15,"07805","Senador José Porfírio","11480"
"281","PA",15,"07904","Soure","25565"
"282","PA",15,"07953","Tailândia","108969"
"283","PA",15,"07961","Terra Alta","11847"
"284","PA",15,"07979","Terra Santa","18917"
"285","PA",15,"08001","Tomé-Açu","64030"
"286","PA",15,"08035","Tracuateua","31257"
"287","PA",15,"08050","Trairão","19168"
"288","PA",15,"08084","Tucumã","40136"
"289","PA",15,"08100","Tucuruí","115144"
"290","PA",15,"08126","Ulianópolis","60761"
"291","PA",15,"08159","Uruará","45435"
"292","PA",15,"08209","Vigia","54172"
"293","PA",15,"08308","Viseu","61751"
"294","PA",15,"08357","Vitória do Xingu","15279"
"295","PA",15,"08407","Xinguara","45086"
"296","AP",16,"00055","Serra do Navio","5488"
"297","AP",16,"00105","Amapá","9187"
"298","AP",16,"00154","Pedra Branca do Amapari","17067"
"299","AP",16,"00204","Calçoene","11306"
"300","AP",16,"00212","Cutias","6101"
"301","AP",16,"00238","Ferreira Gomes","7967"
"302","AP",16,"00253","Itaubal","5617"
"303","AP",16,"00279","Laranjal do Jari","51362"
"304","AP",16,"00303","Macapá","512902"
"305","AP",16,"00402","Mazagão","22053"
"306","AP",16,"00501","Oiapoque","27906"
"307","AP",16,"00535","Porto Grande","22452"
"308","AP",16,"00550","Pracuúba","5246"
"309","AP",16,"00600","Santana","123096"
"310","AP",16,"00709","Tartarugalzinho","17769"
"311","AP",16,"00808","Vitória do Jari","16254"
"312","TO",17,"00251","Abreulândia","2594"
"313","TO",17,"00301","Aguiarnópolis","6892"
"314","TO",17,"00350","Aliança do Tocantins","5346"
"315","TO",17,"00400","Almas","6979"
"316","TO",17,"00707","Alvorada","8396"
"317","TO",17,"01002","Ananás","9492"
"318","TO",17,"01051","Angico","3454"
"319","TO",17,"01101","Aparecida do Rio Negro","4848"
"320","TO",17,"01309","Aragominas","5731"
"321","TO",17,"01903","Araguacema","7155"
"322","TO",17,"02000","Araguaçu","8467"
"323","TO",17,"02109","Araguaína","183381"
"324","TO",17,"02158","Araguanã","5793"
"325","TO",17,"02208","Araguatins","36170"
"326","TO",17,"02307","Arapoema","6616"
"327","TO",17,"02406","Arraias","10534"
"328","TO",17,"02554","Augustinópolis","18643"
"329","TO",17,"02703","Aurora do Tocantins","3783"
"330","TO",17,"02901","Axixá do Tocantins","9787"
"331","TO",17,"03008","Babaçulândia","10666"
"332","TO",17,"03057","Bandeirantes do Tocantins","3592"
"333","TO",17,"03073","Barra do Ouro","4632"
"334","TO",17,"03107","Barrolândia","5651"
"335","TO",17,"03206","Bernardo Sayão","4448"
"336","TO",17,"03305","Bom Jesus do Tocantins","5008"
"337","TO",17,"03602","Brasilândia do Tocantins","2211"
"338","TO",17,"03701","Brejinho de Nazaré","5519"
"339","TO",17,"03800","Buriti do Tocantins","11497"
"340","TO",17,"03826","Cachoeirinha","2284"
"341","TO",17,"03842","Campos Lindos","10312"
"342","TO",17,"03867","Cariri do Tocantins","4441"
"343","TO",17,"03883","Carmolândia","2603"
"344","TO",17,"03891","Carrasco Bonito","4130"
"345","TO",17,"03909","Caseara","5442"
"346","TO",17,"04105","Centenário","2936"
"347","TO",17,"04600","Chapada de Areia","1410"
"348","TO",17,"05102","Chapada da Natividade","3331"
"349","TO",17,"05508","Colinas do Tocantins","35851"
"350","TO",17,"05557","Combinado","4861"
"351","TO",17,"05607","Conceição do Tocantins","4087"
"352","TO",17,"06001","Couto Magalhães","5639"
"353","TO",17,"06100","Cristalândia","7278"
"354","TO",17,"06258","Crixás do Tocantins","1735"
"355","TO",17,"06506","Darcinópolis","6174"
"356","TO",17,"07009","Dianópolis","22424"
"357","TO",17,"07108","Divinópolis do Tocantins","6943"
"358","TO",17,"07207","Dois Irmãos do Tocantins","7185"
"359","TO",17,"07306","Dueré","4686"
"360","TO",17,"07405","Esperantina","11139"
"361","TO",17,"07553","Fátima","3830"
"362","TO",17,"07652","Figueirópolis","5243"
"363","TO",17,"07702","Filadélfia","8874"
"364","TO",17,"08205","Formoso do Araguaia","18399"
"365","TO",17,"08254","Tabocão","2602"
"366","TO",17,"08304","Goianorte","5130"
"367","TO",17,"09005","Goiatins","13095"
"368","TO",17,"09302","Guaraí","26165"
"369","TO",17,"09500","Gurupi","87545"
"370","TO",17,"09807","Ipueiras","2052"
"371","TO",17,"10508","Itacajá","7452"
"372","TO",17,"10706","Itaguatins","5832"
"373","TO",17,"10904","Itapiratins","3795"
"374","TO",17,"11100","Itaporã do Tocantins","2420"
"375","TO",17,"11506","Jaú do Tocantins","3878"
"376","TO",17,"11803","Juarina","2184"
"377","TO",17,"11902","Lagoa da Confusão","13676"
"378","TO",17,"11951","Lagoa do Tocantins","4393"
"379","TO",17,"12009","Lajeado","3167"
"380","TO",17,"12157","Lavandeira","1954"
"381","TO",17,"12405","Lizarda","3733"
"382","TO",17,"12454","Luzinópolis","3154"
"383","TO",17,"12504","Marianópolis do Tocantins","5254"
"384","TO",17,"12702","Mateiros","2729"
"385","TO",17,"12801","Maurilândia do Tocantins","3448"
"386","TO",17,"13205","Miracema do Tocantins","17936"
"387","TO",17,"13304","Miranorte","13493"
"388","TO",17,"13601","Monte do Carmo","8066"
"389","TO",17,"13700","Monte Santo do Tocantins","2295"
"390","TO",17,"13809","Palmeiras do Tocantins","6745"
"391","TO",17,"13957","Muricilândia","3587"
"392","TO",17,"14203","Natividade","9250"
"393","TO",17,"14302","Nazaré","3834"
"394","TO",17,"14880","Nova Olinda","11917"
"395","TO",17,"15002","Nova Rosalândia","4304"
"396","TO",17,"15101","Novo Acordo","4397"
"397","TO",17,"15150","Novo Alegre","2332"
"398","TO",17,"15259","Novo Jardim","2745"
"399","TO",17,"15507","Oliveira de Fátima","1118"
"400","TO",17,"15705","Palmeirante","6131"
"401","TO",17,"15754","Palmeirópolis","7676"
"402","TO",17,"16109","Paraíso do Tocantins","51891"
"403","TO",17,"16208","Paranã","10437"
"404","TO",17,"16307","Pau D'Arco","4867"
"405","TO",17,"16505","Pedro Afonso","13773"
"406","TO",17,"16604","Peixe","11873"
"407","TO",17,"16653","Pequizeiro","5512"
"408","TO",17,"16703","Colméia","8141"
"409","TO",17,"17008","Pindorama do Tocantins","4430"
"410","TO",17,"17206","Piraquê","3033"
"411","TO",17,"17503","Pium","7743"
"412","TO",17,"17800","Ponte Alta do Bom Jesus","4591"
"413","TO",17,"17909","Ponte Alta do Tocantins","8116"
"414","TO",17,"18006","Porto Alegre do Tocantins","3170"
"415","TO",17,"18204","Porto Nacional","53316"
"416","TO",17,"18303","Praia Norte","8498"
"417","TO",17,"18402","Presidente Kennedy","3676"
"418","TO",17,"18451","Pugmil","2717"
"419","TO",17,"18501","Recursolândia","4342"
"420","TO",17,"18550","Riachinho","4684"
"421","TO",17,"18659","Rio da Conceição","2171"
"422","TO",17,"18709","Rio dos Bois","2856"
"423","TO",17,"18758","Rio Sono","6488"
"424","TO",17,"18808","Sampaio","4794"
"425","TO",17,"18840","Sandolândia","3373"
"426","TO",17,"18865","Santa Fé do Araguaia","7595"
"427","TO",17,"18881","Santa Maria do Tocantins","3486"
"428","TO",17,"18899","Santa Rita do Tocantins","2386"
"429","TO",17,"18907","Santa Rosa do Tocantins","4846"
"430","TO",17,"19004","Santa Tereza do Tocantins","2897"
"431","TO",17,"20002","Santa Terezinha do Tocantins","2530"
"432","TO",17,"20101","São Bento do Tocantins","5391"
"433","TO",17,"20150","São Félix do Tocantins","1598"
"434","TO",17,"20200","São Miguel do Tocantins","12294"
"435","TO",17,"20259","São Salvador do Tocantins","3094"
"436","TO",17,"20309","São Sebastião do Tocantins","4852"
"437","TO",17,"20499","São Valério","3904"
"438","TO",17,"20655","Silvanópolis","5428"
"439","TO",17,"20804","Sítio Novo do Tocantins","8997"
"440","TO",17,"20853","Sucupira","1986"
"441","TO",17,"20903","Taguatinga","16825"
"442","TO",17,"20937","Taipas do Tocantins","2166"
"443","TO",17,"20978","Talismã","2812"
"444","TO",17,"21000","Palmas","306296"
"445","TO",17,"21109","Tocantínia","7617"
"446","TO",17,"21208","Tocantinópolis","22845"
"447","TO",17,"21257","Tupirama","1922"
"448","TO",17,"21307","Tupiratins","2729"
"449","TO",17,"22081","Wanderlândia","11734"
"450","TO",17,"22107","Xambioá","11520"
"451","MA",21,"00055","Açailândia","113121"
"452","MA",21,"00105","Afonso Cunha","6578"
"453","MA",21,"00154","Água Doce do Maranhão","12652"
"454","MA",21,"00204","Alcântara","22112"
"455","MA",21,"00303","Aldeias Altas","26757"
"456","MA",21,"00402","Altamira do Maranhão","8189"
"457","MA",21,"00436","Alto Alegre do Maranhão","27858"
"458","MA",21,"00477","Alto Alegre do Pindaré","31943"
"459","MA",21,"00501","Alto Parnaíba","11212"
"460","MA",21,"00550","Amapá do Maranhão","7005"
"461","MA",21,"00600","Amarante do Maranhão","41729"
"462","MA",21,"00709","Anajatuba","26988"
"463","MA",21,"00808","Anapurus","15894"
"464","MA",21,"00832","Apicum-Açu","17413"
"465","MA",21,"00873","Araguanã","15551"
"466","MA",21,"00907","Araioses","46771"
"467","MA",21,"00956","Arame","32764"
"468","MA",21,"01004","Arari","29932"
"469","MA",21,"01103","Axixá","12183"
"470","MA",21,"01202","Bacabal","104790"
"471","MA",21,"01251","Bacabeira","17252"
"472","MA",21,"01301","Bacuri","18654"
"473","MA",21,"01350","Bacurituba","5670"
"474","MA",21,"01400","Balsas","95929"
"475","MA",21,"01509","Barão de Grajaú","18924"
"476","MA",21,"01608","Barra do Corda","88492"
"477","MA",21,"01707","Barreirinhas","63217"
"478","MA",21,"01731","Belágua","7528"
"479","MA",21,"01772","Bela Vista do Maranhão","11279"
"480","MA",21,"01806","Benedito Leite","5638"
"481","MA",21,"01905","Bequimão","21299"
"482","MA",21,"01939","Bernardo do Mearim","6073"
"483","MA",21,"01970","Boa Vista do Gurupi","8382"
"484","MA",21,"02002","Bom Jardim","41822"
"485","MA",21,"02036","Bom Jesus das Selvas","34567"
"486","MA",21,"02077","Bom Lugar","16438"
"487","MA",21,"02101","Brejo","36651"
"488","MA",21,"02150","Brejo de Areia","9014"
"489","MA",21,"02200","Buriti","28798"
"490","MA",21,"02309","Buriti Bravo","23939"
"491","MA",21,"02325","Buriticupu","72983"
"492","MA",21,"02358","Buritirana","15467"
"493","MA",21,"02374","Cachoeira Grande","9478"
"494","MA",21,"02408","Cajapió","11216"
"495","MA",21,"02507","Cajari","19451"
"496","MA",21,"02556","Campestre do Maranhão","14453"
"497","MA",21,"02606","Cândido Mendes","20278"
"498","MA",21,"02705","Cantanhede","22117"
"499","MA",21,"02754","Capinzal do Norte","10935"
"500","MA",21,"02804","Carolina","24165"
"501","MA",21,"02903","Carutapera","23952"
"502","MA",21,"03000","Caxias","165525"
"503","MA",21,"03109","Cedral","10693"
"504","MA",21,"03125","Central do Maranhão","8740"
"505","MA",21,"03158","Centro do Guilherme","13670"
"506","MA",21,"03174","Centro Novo do Maranhão","21840"
"507","MA",21,"03208","Chapadinha","80195"
"508","MA",21,"03257","Cidelândia","14777"
"509","MA",21,"03307","Codó","123116"
"510","MA",21,"03406","Coelho Neto","49621"
"511","MA",21,"03505","Colinas","41312"
"512","MA",21,"03554","Conceição do Lago-Açu","16400"
"513","MA",21,"03604","Coroatá","65544"
"514","MA",21,"03703","Cururupu","32626"
"515","MA",21,"03752","Davinópolis","12916"
"516","MA",21,"03802","Dom Pedro","23372"
"517","MA",21,"03901","Duque Bacelar","11401"
"518","MA",21,"04008","Esperantinópolis","17104"
"519","MA",21,"04057","Estreito","42527"
"520","MA",21,"04073","Feira Nova do Maranhão","8484"
"521","MA",21,"04081","Fernando Falcão","10460"
"522","MA",21,"04099","Formosa da Serra Negra","19258"
"523","MA",21,"04107","Fortaleza dos Nogueiras","12647"
"524","MA",21,"04206","Fortuna","15567"
"525","MA",21,"04305","Godofredo Viana","11963"
"526","MA",21,"04404","Gonçalves Dias","17944"
"527","MA",21,"04503","Governador Archer","10886"
"528","MA",21,"04552","Governador Edison Lobão","18520"
"529","MA",21,"04602","Governador Eugênio Barros","16882"
"530","MA",21,"04628","Governador Luiz Rocha","7841"
"531","MA",21,"04651","Governador Newton Bello","10151"
"532","MA",21,"04677","Governador Nunes Freire","25539"
"533","MA",21,"04701","Graça Aranha","6261"
"534","MA",21,"04800","Grajaú","70065"
"535","MA",21,"04909","Guimarães","11997"
"536","MA",21,"05005","Humberto de Campos","28932"
"537","MA",21,"05104","Icatu","27269"
"538","MA",21,"05153","Igarapé do Meio","14324"
"539","MA",21,"05203","Igarapé Grande","11387"
"540","MA",21,"05302","Imperatriz","259337"
"541","MA",21,"05351","Itaipava do Grajaú","16005"
"542","MA",21,"05401","Itapecuru Mirim","68723"
"543","MA",21,"05427","Itinga do Maranhão","26068"
"544","MA",21,"05450","Jatobá","10310"
"545","MA",21,"05476","Jenipapo dos Vieiras","17040"
"546","MA",21,"05500","João Lisboa","23740"
"547","MA",21,"05609","Joselândia","16198"
"548","MA",21,"05658","Junco do Maranhão","4392"
"549","MA",21,"05708","Lago da Pedra","50616"
"550","MA",21,"05807","Lago do Junco","10869"
"551","MA",21,"05906","Lago Verde","16314"
"552","MA",21,"05922","Lagoa do Mato","11265"
"553","MA",21,"05948","Lago dos Rodrigues","8857"
"554","MA",21,"05963","Lagoa Grande do Maranhão","11464"
"555","MA",21,"05989","Lajeado Novo","7602"
"556","MA",21,"06003","Lima Campos","11918"
"557","MA",21,"06102","Loreto","12214"
"558","MA",21,"06201","Luís Domingues","6984"
"559","MA",21,"06300","Magalhães de Almeida","20029"
"560","MA",21,"06326","Maracaçumé","21586"
"561","MA",21,"06359","Marajá do Sena","7775"
"562","MA",21,"06375","Maranhãozinho","16511"
"563","MA",21,"06409","Mata Roma","16977"
"564","MA",21,"06508","Matinha","23482"
"565","MA",21,"06607","Matões","33943"
"566","MA",21,"06631","Matões do Norte","17033"
"567","MA",21,"06672","Milagres do Maranhão","8483"
"568","MA",21,"06706","Mirador","21031"
"569","MA",21,"06755","Miranda do Norte","28754"
"570","MA",21,"06805","Mirinzal","15011"
"571","MA",21,"06904","Monção","33664"
"572","MA",21,"07001","Montes Altos","9111"
"573","MA",21,"07100","Morros","19572"
"574","MA",21,"07209","Nina Rodrigues","14642"
"575","MA",21,"07258","Nova Colinas","5427"
"576","MA",21,"07308","Nova Iorque","4682"
"577","MA",21,"07357","Nova Olinda do Maranhão","21080"
